Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,LoanIncomeRatio,EMI
1,1,3,1,0,3992,0.0,128.0,180.0,1.0,2,0,3992.0,0.03206412825651302,711.1111111111111
1,1,1,1,0,3500,1083.0,135.0,360.0,1.0,2,1,4583.0,0.029456687759109753,375.0
1,1,2,1,0,3917,0.0,124.0,360.0,1.0,1,1,3917.0,0.03165688026550932,344.44444444444446
0,0,0,1,0,4408,0.0,120.0,360.0,1.0,1,1,4408.0,0.02722323049001815,333.3333333333333
0,0,0,0,0,3244,0.0,80.0,360.0,1.0,2,1,3244.0,0.02466091245376079,222.22222222222223
1,0,0,1,0,3975,2531.0,55.0,360.0,1.0,0,1,6506.0,0.008453735013833385,152.77777777777777
1,0,0,0,0,2479,0.0,59.0,360.0,1.0,2,1,2479.0,0.02379991932230738,163.88888888888889
1,0,0,0,0,3418,0.0,127.0,360.0,1.0,1,0,3418.0,0.0371562317144529,352.77777777777777
0,0,0,0,0,10000,0.0,214.0,360.0,1.0,1,0,10000.0,0.0214,594.4444444444445
1,1,3,0,0,3430,1250.0,128.0,360.0,0.0,1,0,4680.0,0.02735042735042735,355.55555555555554
1,1,1,0,1,7787,0.0,240.0,360.0,1.0,2,1,7787.0,0.030820598433286245,666.6666666666666
1,1,3,1,1,5703,0.0,130.0,360.0,1.0,0,1,5703.0,0.02279502016482553,361.1111111111111
1,1,0,0,0,3173,3021.0,137.0,360.0,1.0,2,1,6194.0,0.022118178882789795,380.55555555555554
1,1,3,1,0,3850,983.0,100.0,360.0,1.0,1,1,4833.0,0.02069108214359611,277.77777777777777
1,1,0,0,0,150,1800.0,135.0,360.0,1.0,0,0,1950.0,0.06923076923076923,375.0
1,1,0,0,0,3727,1775.0,131.0,360.0,1.0,1,1,5502.0,0.023809523809523808,363.8888888888889
1,1,2,0,0,5000,0.0,72.0,360.0,0.0,1,0,5000.0,0.0144,200.0
0,1,2,0,0,4283,2383.0,127.0,360.0,1.0,1,1,6666.0,0.019051905190519053,352.77777777777777
1,1,0,0,0,2221,0.0,60.0,360.0,0.0,2,0,2221.0,0.0270148581719946,166.66666666666666
1,1,2,0,0,4009,1717.0,116.0,360.0,1.0,1,1,5726.0,0.020258470136220747,322.22222222222223
1,0,0,0,0,2971,2791.0,144.0,360.0,1.0,1,1,5762.0,0.024991322457480043,400.0
1,1,0,0,0,7578,1010.0,175.0,360.0,1.0,1,1,8588.0,0.0203772706101537,486.1111111111111
1,1,0,0,0,6250,0.0,128.0,360.0,1.0,1,1,6250.0,0.02048,355.55555555555554
1,1,0,0,0,3250,0.0,170.0,360.0,1.0,0,0,3250.0,0.052307692307692305,472.22222222222223
1,1,0,1,1,4735,0.0,138.0,360.0,1.0,2,0,4735.0,0.02914466737064414,383.3333333333333
1,1,2,0,0,6250,1695.0,210.0,360.0,1.0,1,1,7945.0,0.02643171806167401,583.3333333333334
1,1,0,0,0,4758,0.0,158.0,480.0,1.0,1,1,4758.0,0.0332072299285414,329.1666666666667
1,0,0,0,1,6400,0.0,200.0,360.0,1.0,0,1,6400.0,0.03125,555.5555555555555
1,1,1,0,0,2491,2054.0,104.0,360.0,1.0,1,1,4545.0,0.02288228822882288,288.8888888888889
1,1,0,0,0,3716,0.0,42.0,180.0,1.0,0,1,3716.0,0.011302475780409042,233.33333333333334
1,0,0,1,0,3189,2598.0,120.0,360.0,1.0,0,1,5787.0,0.020736132711249352,333.3333333333333
0,0,0,0,0,8333,0.0,280.0,360.0,1.0,1,1,8333.0,0.03360134405376215,777.7777777777778
1,1,1,0,0,3155,1779.0,140.0,360.0,1.0,1,1,4934.0,0.02837454398054317,388.8888888888889
1,1,1,0,0,5500,1260.0,170.0,360.0,1.0,0,1,6760.0,0.02514792899408284,472.22222222222223
1,1,0,0,0,5746,0.0,255.0,360.0,1.0,2,0,5746.0,0.04437869822485207,708.3333333333334
0,0,0,0,1,3463,0.0,122.0,360.0,1.0,2,1,3463.0,0.03522956973722206,338.8888888888889
0,0,1,0,0,3812,0.0,112.0,360.0,1.0,0,1,3812.0,0.02938090241343127,311.1111111111111
1,1,1,0,0,3315,0.0,96.0,360.0,1.0,1,1,3315.0,0.02895927601809955,266.6666666666667
1,1,2,0,0,5819,5000.0,120.0,360.0,1.0,0,1,10819.0,0.01109159811442832,333.3333333333333
1,1,1,1,0,2510,1983.0,140.0,180.0,1.0,2,0,4493.0,0.031159581571333184,777.7777777777778
1,0,0,0,0,2965,5701.0,155.0,60.0,1.0,2,1,8666.0,0.017885991230094624,2583.3333333333335
1,1,2,0,1,6250,1300.0,108.0,360.0,1.0,0,1,7550.0,0.014304635761589404,300.0
1,1,0,1,0,3406,4417.0,123.0,360.0,1.0,1,1,7823.0,0.01572286846478333,341.6666666666667
1,0,0,0,1,6050,4333.0,120.0,180.0,1.0,2,0,10383.0,0.011557353366079168,666.6666666666666
1,1,2,0,0,9703,0.0,112.0,360.0,1.0,2,1,9703.0,0.011542821807688343,311.1111111111111
1,1,1,1,0,6608,0.0,137.0,180.0,1.0,2,1,6608.0,0.020732445520581115,761.1111111111111
1,1,1,0,0,2882,1843.0,123.0,480.0,1.0,1,1,4725.0,0.02603174603174603,256.25
1,1,0,0,0,1809,1868.0,90.0,360.0,1.0,2,1,3677.0,0.024476475387544192,250.0
1,1,0,1,0,1668,3890.0,201.0,360.0,0.0,1,0,5558.0,0.0361640878013674,558.3333333333334
0,0,2,0,0,3427,0.0,138.0,360.0,1.0,2,0,3427.0,0.040268456375838924,383.3333333333333
1,0,0,1,1,2583,2167.0,104.0,360.0,1.0,0,1,4750.0,0.021894736842105262,288.8888888888889
1,1,1,1,0,2661,7101.0,279.0,180.0,1.0,1,1,9762.0,0.02858020897357099,1550.0
1,0,0,0,1,16250,0.0,192.0,360.0,0.0,2,0,16250.0,0.011815384615384615,533.3333333333334
0,0,3,0,0,3083,0.0,255.0,360.0,1.0,0,1,3083.0,0.08271164450210834,708.3333333333334
1,0,0,1,0,6045,0.0,115.0,360.0,0.0,0,0,6045.0,0.01902398676592225,319.44444444444446
1,1,3,0,0,5250,0.0,94.0,360.0,1.0,2,0,5250.0,0.017904761904761906,261.1111111111111
1,1,0,0,0,14683,2100.0,304.0,360.0,1.0,0,0,16783.0,0.018113567300244295,844.4444444444445
1,1,3,1,0,4931,0.0,128.0,360.0,1.0,1,0,4931.0,0.02595822348408031,355.55555555555554
1,1,1,0,0,6083,4250.0,330.0,360.0,1.0,2,1,10333.0,0.03193651408109939,916.6666666666666
1,0,0,0,0,2060,2209.0,134.0,360.0,1.0,1,1,4269.0,0.03138908409463575,372.22222222222223
0,0,1,0,0,3481,0.0,155.0,36.0,1.0,1,0,3481.0,0.04452743464521689,4305.555555555556
0,0,0,0,0,7200,0.0,120.0,360.0,1.0,0,1,7200.0,0.016666666666666666,333.3333333333333
1,0,0,0,1,5166,0.0,128.0,360.0,1.0,1,1,5166.0,0.024777390631049168,355.55555555555554
1,0,0,0,0,4095,3447.0,151.0,360.0,1.0,0,1,7542.0,0.02002121453195439,419.44444444444446
1,1,2,0,0,4708,1387.0,150.0,360.0,1.0,1,1,6095.0,0.02461033634126333,416.6666666666667
1,1,3,0,0,4333,1811.0,160.0,360.0,0.0,2,1,6144.0,0.026041666666666668,444.44444444444446
0,0,0,0,0,3418,0.0,135.0,360.0,1.0,0,0,3418.0,0.03949678174370977,375.0
0,0,1,0,0,2876,1560.0,90.0,360.0,1.0,2,1,4436.0,0.02028854824165915,250.0
0,0,0,0,0,3237,0.0,30.0,360.0,1.0,2,1,3237.0,0.009267840593141797,83.33333333333333
1,1,0,0,0,11146,0.0,136.0,360.0,1.0,2,1,11146.0,0.012201686703750225,377.77777777777777
1,0,0,0,0,2833,1857.0,126.0,360.0,1.0,0,1,4690.0,0.026865671641791045,350.0
1,1,0,0,0,2620,2223.0,150.0,360.0,1.0,1,1,4843.0,0.03097253768325418,416.6666666666667
1,1,2,0,0,3900,0.0,90.0,360.0,1.0,1,1,3900.0,0.023076923076923078,250.0
1,1,1,0,0,2750,1842.0,115.0,360.0,1.0,1,1,4592.0,0.02504355400696864,319.44444444444446
1,1,0,0,0,3993,3274.0,207.0,360.0,1.0,1,1,7267.0,0.02848493188385854,575.0
1,1,0,0,0,3103,1300.0,80.0,360.0,1.0,2,1,4403.0,0.018169429934135818,222.22222222222223
1,1,0,0,0,14583,0.0,436.0,360.0,1.0,1,1,14583.0,0.02989782623602825,1211.111111111111
0,1,0,1,0,4100,0.0,124.0,360.0,1.0,0,1,4100.0,0.03024390243902439,344.44444444444446
1,0,1,1,1,4053,2426.0,158.0,360.0,0.0,2,0,6479.0,0.02438647939496836,438.8888888888889
1,1,0,0,0,3927,800.0,112.0,360.0,1.0,1,1,4727.0,0.0236936746350751,311.1111111111111
1,1,2,0,0,2301,985.7999878,78.0,180.0,1.0,2,1,3286.7999878,0.023731288879615956,433.3333333333333
0,0,0,0,0,1811,1666.0,54.0,360.0,1.0,2,1,3477.0,0.015530629853321829,150.0
1,1,0,0,0,20667,0.0,128.0,360.0,1.0,0,0,20667.0,0.006193448492766246,355.55555555555554
1,0,0,0,0,3158,3053.0,89.0,360.0,1.0,0,1,6211.0,0.014329415553051039,247.22222222222223
0,0,0,0,1,2600,1717.0,99.0,300.0,1.0,1,0,4317.0,0.022932592077831826,330.0
1,1,0,0,0,3704,2000.0,120.0,360.0,1.0,0,1,5704.0,0.021037868162692847,333.3333333333333
0,0,0,0,0,4124,0.0,115.0,360.0,1.0,1,1,4124.0,0.027885548011639186,319.44444444444446
1,0,0,0,0,9508,0.0,187.0,360.0,1.0,0,1,9508.0,0.019667648296171646,519.4444444444445
1,1,0,0,0,3075,2416.0,139.0,360.0,1.0,0,1,5491.0,0.025314150427973046,386.1111111111111
1,1,2,0,0,4400,0.0,127.0,360.0,0.0,1,0,4400.0,0.028863636363636362,352.77777777777777
1,1,2,0,0,3153,1560.0,134.0,360.0,1.0,2,1,4713.0,0.028431996605134735,372.22222222222223
0,0,0,0,0,5417,0.0,143.0,480.0,0.0,2,0,5417.0,0.026398375484585564,297.9166666666667
1,1,0,0,0,2383,3334.0,172.0,360.0,1.0,1,1,5717.0,0.03008570928808816,477.77777777777777
1,1,3,0,0,4416,1250.0,110.0,360.0,1.0,2,1,5666.0,0.01941404871161313,305.55555555555554
1,1,1,0,0,6875,0.0,200.0,360.0,1.0,1,1,6875.0,0.02909090909090909,555.5555555555555
0,1,1,0,0,4666,0.0,135.0,360.0,1.0,2,1,4666.0,0.028932704672096014,375.0
0,0,0,0,0,5000,2541.0,151.0,480.0,1.0,0,0,7541.0,0.020023869513327144,314.5833333333333
1,1,1,0,0,2014,2925.0,113.0,360.0,1.0,2,0,4939.0,0.02287912532901397,313.8888888888889
1,1,0,1,0,1800,2934.0,93.0,360.0,0.0,2,0,4734.0,0.01964512040557668,258.3333333333333
1,1,0,1,0,2875,1750.0,105.0,360.0,1.0,1,1,4625.0,0.022702702702702703,291.6666666666667
0,0,0,0,0,5000,0.0,132.0,360.0,1.0,0,1,5000.0,0.0264,366.6666666666667
1,1,1,0,0,1625,1803.0,96.0,360.0,1.0,2,1,3428.0,0.028004667444574097,266.6666666666667
1,0,0,0,0,4000,2500.0,140.0,360.0,1.0,0,1,6500.0,0.021538461538461538,388.8888888888889
1,0,0,1,0,2000,0.0,128.0,360.0,1.0,2,0,2000.0,0.064,355.55555555555554
0,0,0,0,0,3762,1666.0,135.0,360.0,1.0,0,1,5428.0,0.024871039056742816,375.0
0,0,0,0,0,2400,1863.0,104.0,360.0,0.0,2,0,4263.0,0.02439596528266479,288.8888888888889
1,0,0,0,0,20233,0.0,480.0,360.0,1.0,0,0,20233.0,0.02372361982899224,1333.3333333333333
1,1,2,1,0,7667,0.0,185.0,360.0,1.0,0,1,7667.0,0.024129385678883526,513.8888888888889
0,0,0,0,0,2917,0.0,84.0,360.0,1.0,1,1,2917.0,0.028796708947548853,233.33333333333334
1,0,0,1,0,2927,2405.0,111.0,360.0,1.0,1,1,5332.0,0.020817704426106528,308.3333333333333
0,0,0,0,0,2507,0.0,56.0,360.0,1.0,0,1,2507.0,0.022337455125648185,155.55555555555554
1,1,2,0,1,5746,0.0,144.0,84.0,1.0,0,1,5746.0,0.025060911938739994,1714.2857142857142
1,1,0,0,0,2473,1843.0,159.0,360.0,1.0,0,0,4316.0,0.036839666357738644,441.6666666666667
1,1,1,1,0,3399,1640.0,111.0,180.0,1.0,2,1,5039.0,0.022028180194483032,616.6666666666666
1,1,2,0,0,3717,0.0,120.0,360.0,1.0,1,1,3717.0,0.03228410008071025,333.3333333333333
1,1,0,0,0,2058,2134.0,88.0,360.0,1.0,2,1,4192.0,0.02099236641221374,244.44444444444446
0,0,1,0,0,3541,0.0,112.0,360.0,1.0,1,1,3541.0,0.031629483196837054,311.1111111111111
1,1,1,0,1,10000,0.0,155.0,360.0,1.0,0,0,10000.0,0.0155,430.55555555555554
1,1,0,0,0,2400,2167.0,115.0,360.0,1.0,1,1,4567.0,0.025180643748631486,319.44444444444446
1,1,3,0,0,4342,189.0,124.0,360.0,1.0,1,1,4531.0,0.027367027146325315,344.44444444444446
1,1,2,1,0,3601,1590.0,128.0,360.0,1.0,0,1,5191.0,0.024658062030437296,355.55555555555554
0,0,0,0,0,3166,2985.0,132.0,360.0,1.0,0,1,6151.0,0.021459925215412127,366.6666666666667
1,1,3,0,0,15000,0.0,300.0,360.0,1.0,0,1,15000.0,0.02,833.3333333333334
1,1,1,0,1,8666,4983.0,376.0,360.0,0.0,0,0,13649.0,0.027547805700051286,1044.4444444444443
1,0,0,0,0,4917,0.0,130.0,360.0,0.0,0,1,4917.0,0.026438885499288182,361.1111111111111
1,1,0,0,1,5818,2160.0,184.0,360.0,1.0,1,1,7978.0,0.023063424417147156,511.1111111111111
0,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2,0,6784.0,0.016214622641509434,305.55555555555554
0,0,0,0,0,2500,0.0,67.0,360.0,1.0,2,1,2500.0,0.0268,186.11111111111111
1,0,1,0,0,4384,1793.0,117.0,360.0,1.0,2,1,6177.0,0.01894123360854784,325.0
1,0,0,0,0,2935,0.0,98.0,360.0,1.0,1,1,2935.0,0.03339011925042589,272.22222222222223
1,0,0,0,0,2833,0.0,71.0,360.0,1.0,2,1,2833.0,0.025061771973173313,197.22222222222223
1,1,0,0,0,63337,0.0,490.0,180.0,1.0,2,1,63337.0,0.007736394208756335,2722.222222222222
1,1,1,0,1,9833,1833.0,182.0,180.0,1.0,2,1,11666.0,0.015600891479513115,1011.1111111111111
1,1,0,0,1,5503,4490.0,70.0,360.0,1.0,1,1,9993.0,0.007004903432402682,194.44444444444446
1,1,1,0,0,5250,688.0,160.0,360.0,1.0,0,1,5938.0,0.02694509936005389,444.44444444444446
1,1,2,0,1,2500,4600.0,176.0,360.0,1.0,0,1,7100.0,0.024788732394366197,488.8888888888889
0,0,3,1,0,1830,0.0,128.0,360.0,0.0,2,0,1830.0,0.06994535519125683,355.55555555555554
0,0,0,0,0,4160,0.0,71.0,360.0,1.0,1,1,4160.0,0.01706730769230769,197.22222222222223
1,1,3,1,0,2647,1587.0,173.0,360.0,1.0,0,0,4234.0,0.040859707132735006,480.55555555555554
0,0,0,0,0,2378,0.0,46.0,360.0,1.0,0,0,2378.0,0.01934398654331371,127.77777777777777
1,1,1,1,0,4554,1229.0,158.0,360.0,1.0,2,1,5783.0,0.027321459450112398,438.8888888888889
1,1,3,1,0,3173,0.0,74.0,360.0,1.0,1,1,3173.0,0.023321777497636306,205.55555555555554
1,1,2,0,0,2583,2330.0,125.0,360.0,1.0,0,1,4913.0,0.0254427030327702,347.22222222222223
1,1,0,0,0,2499,2458.0,160.0,360.0,1.0,1,1,4957.0,0.03227758725035303,444.44444444444446
1,1,0,1,0,3523,3230.0,152.0,360.0,0.0,0,0,6753.0,0.02250851473419221,422.22222222222223
1,1,2,1,0,3083,2168.0,126.0,360.0,1.0,2,1,5251.0,0.023995429442011044,350.0
1,1,0,0,0,6333,4583.0,259.0,360.0,1.0,1,1,10916.0,0.02372663979479663,719.4444444444445
1,1,0,0,0,2625,6250.0,187.0,360.0,1.0,0,1,8875.0,0.021070422535211266,519.4444444444445
1,1,0,0,0,9083,0.0,228.0,360.0,1.0,1,1,9083.0,0.025101838599581636,633.3333333333334
1,0,0,0,0,8750,4167.0,308.0,360.0,1.0,0,0,12917.0,0.023844545947201364,855.5555555555555
1,1,3,0,0,2666,2083.0,95.0,360.0,1.0,0,1,4749.0,0.02000421141292904,263.8888888888889
0,1,0,0,1,5500,0.0,105.0,360.0,0.0,0,0,5500.0,0.019090909090909092,291.6666666666667
0,1,0,0,0,2423,505.0,130.0,360.0,1.0,1,1,2928.0,0.04439890710382514,361.1111111111111
0,0,0,0,0,3813,0.0,116.0,180.0,1.0,2,1,3813.0,0.03042223970626803,644.4444444444445
1,1,2,0,0,8333,3167.0,165.0,360.0,1.0,0,1,11500.0,0.014347826086956521,458.3333333333333
1,1,1,0,0,3875,0.0,67.0,360.0,1.0,2,0,3875.0,0.01729032258064516,186.11111111111111
1,1,0,1,0,3000,1666.0,100.0,480.0,0.0,2,0,4666.0,0.021431633090441493,208.33333333333334
1,1,3,0,0,5167,3167.0,200.0,360.0,1.0,1,1,8334.0,0.023998080153587713,555.5555555555555
0,0,1,0,0,4723,0.0,81.0,360.0,1.0,1,0,4723.0,0.017150116451408005,225.0
1,1,2,0,0,5000,3667.0,236.0,360.0,1.0,1,1,8667.0,0.027229721933771777,655.5555555555555
1,1,0,0,0,4750,2333.0,130.0,360.0,1.0,2,1,7083.0,0.01835380488493576,361.1111111111111
1,1,0,0,0,3013,3033.0,95.0,300.0,1.0,2,1,6046.0,0.0157128680119087,316.6666666666667
1,0,0,0,1,6822,0.0,141.0,360.0,1.0,0,1,6822.0,0.020668425681618294,391.6666666666667
1,0,0,1,0,6216,0.0,133.0,360.0,1.0,0,0,6216.0,0.021396396396396396,369.44444444444446
1,0,0,0,0,2500,0.0,96.0,480.0,1.0,1,0,2500.0,0.0384,200.0
1,0,0,0,0,5124,0.0,124.0,360.0,0.0,0,0,5124.0,0.02419984387197502,344.44444444444446
1,1,1,0,0,6325,0.0,175.0,360.0,1.0,1,1,6325.0,0.02766798418972332,486.1111111111111
1,1,0,0,0,19730,5266.0,570.0,360.0,1.0,0,0,24996.0,0.022803648583773404,1583.3333333333333
0,0,0,0,1,15759,0.0,55.0,360.0,1.0,1,1,15759.0,0.0034900691668253063,152.77777777777777
1,1,2,0,0,5185,0.0,155.0,360.0,1.0,1,1,5185.0,0.029893924783027964,430.55555555555554
1,1,2,0,1,9323,7873.0,380.0,300.0,1.0,0,1,17196.0,0.02209816236334031,1266.6666666666667
1,0,1,0,0,3062,1987.0,111.0,180.0,0.0,2,0,5049.0,0.021984551396316103,616.6666666666666
0,0,0,0,0,2764,1459.0,110.0,360.0,1.0,2,1,4223.0,0.02604783329386692,305.55555555555554
1,1,0,0,0,4817,923.0,120.0,180.0,1.0,2,1,5740.0,0.020905923344947737,666.6666666666666
1,1,3,0,0,8750,4996.0,130.0,360.0,1.0,0,1,13746.0,0.009457296668121635,361.1111111111111
1,1,0,0,0,4310,0.0,130.0,360.0,1.0,1,1,4310.0,0.030162412993039442,361.1111111111111
1,0,0,0,0,3069,0.0,71.0,480.0,1.0,2,0,3069.0,0.023134571521668295,147.91666666666666
1,1,2,0,0,5391,0.0,130.0,360.0,1.0,2,1,5391.0,0.024114264514932295,361.1111111111111
1,1,0,0,0,3333,2500.0,128.0,360.0,1.0,1,1,5833.0,0.021944111092062405,355.55555555555554
1,0,0,0,0,5941,4232.0,296.0,360.0,1.0,1,1,10173.0,0.029096628329892852,822.2222222222222
0,0,0,0,0,6000,0.0,156.0,360.0,1.0,2,1,6000.0,0.026,433.3333333333333
1,0,0,0,1,7167,0.0,128.0,360.0,1.0,2,1,7167.0,0.017859634435607646,355.55555555555554
1,1,2,0,0,4566,0.0,100.0,360.0,1.0,2,0,4566.0,0.021901007446342532,277.77777777777777
1,0,1,0,0,3667,0.0,113.0,180.0,1.0,2,1,3667.0,0.030815380419961822,627.7777777777778
1,0,0,1,0,2346,1600.0,132.0,360.0,1.0,1,1,3946.0,0.03345159655347187,366.6666666666667
1,1,0,1,0,3010,3136.0,128.0,360.0,0.0,2,0,6146.0,0.02082655385616661,355.55555555555554
1,1,0,0,0,2333,2417.0,136.0,360.0,1.0,2,1,4750.0,0.02863157894736842,377.77777777777777
1,1,0,0,0,5488,0.0,125.0,360.0,1.0,0,1,5488.0,0.022776967930029153,347.22222222222223
1,0,3,0,0,9167,0.0,185.0,360.0,1.0,0,1,9167.0,0.020181084324206393,513.8888888888889
1,1,3,0,0,9504,0.0,275.0,360.0,1.0,0,1,9504.0,0.028935185185185185,763.8888888888889
1,1,0,0,0,2583,2115.0,120.0,360.0,1.0,2,1,4698.0,0.02554278416347382,333.3333333333333
1,1,2,1,0,1993,1625.0,113.0,180.0,1.0,1,1,3618.0,0.03123272526257601,627.7777777777778
1,1,2,0,0,3100,1400.0,113.0,360.0,1.0,2,1,4500.0,0.025111111111111112,313.8888888888889
1,1,2,0,0,3276,484.0,135.0,360.0,1.0,1,1,3760.0,0.03590425531914894,375.0
0,0,0,0,0,3180,0.0,71.0,360.0,0.0,2,0,3180.0,0.02232704402515723,197.22222222222223
1,1,0,0,0,3033,1459.0,95.0,360.0,1.0,2,1,4492.0,0.021148708815672306,263.8888888888889
1,0,0,1,0,3902,1666.0,109.0,360.0,1.0,0,1,5568.0,0.019576149425287355,302.77777777777777
0,0,0,0,0,1500,1800.0,103.0,360.0,0.0,1,0,3300.0,0.031212121212121212,286.1111111111111
1,1,2,1,0,2889,0.0,45.0,180.0,0.0,2,0,2889.0,0.01557632398753894,250.0
1,0,0,1,0,2755,0.0,65.0,300.0,1.0,0,0,2755.0,0.023593466424682397,216.66666666666666
1,0,0,0,0,2500,20000.0,103.0,360.0,1.0,1,1,22500.0,0.004577777777777778,286.1111111111111
0,0,0,1,0,1963,0.0,53.0,360.0,1.0,1,1,1963.0,0.026999490575649515,147.22222222222223
0,0,0,0,1,7441,0.0,194.0,360.0,1.0,0,0,7441.0,0.026071764547775836,538.8888888888889
0,0,0,0,0,4547,0.0,115.0,360.0,1.0,1,1,4547.0,0.025291400923685946,319.44444444444446
1,1,0,1,0,2167,2400.0,115.0,360.0,1.0,2,1,4567.0,0.025180643748631486,319.44444444444446
0,0,0,1,0,2213,0.0,66.0,360.0,1.0,0,1,2213.0,0.0298237686398554,183.33333333333334
