Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,LoanIncomeRatio,EMI
1,1,1,0,0,8300,0.0,152.0,300.0,0.0,1,0,8300.0,0.018313253012048194,506.6666666666667
1,1,3,0,0,81000,0.0,360.0,360.0,0.0,0,0,81000.0,0.0044444444444444444,1000.0
0,0,1,1,1,3867,0.0,62.0,360.0,1.0,1,0,3867.0,0.016033100594776313,172.22222222222223
1,1,0,0,0,6256,0.0,160.0,360.0,1.0,2,1,6256.0,0.02557544757033248,444.44444444444446
1,1,0,1,0,6096,0.0,218.0,360.0,0.0,0,0,6096.0,0.035761154855643046,605.5555555555555
1,1,0,1,0,2253,2033.0,110.0,360.0,1.0,0,1,4286.0,0.025664955669622024,305.55555555555554
0,1,0,1,0,2149,3237.0,178.0,360.0,0.0,1,0,5386.0,0.03304864463423691,494.44444444444446
0,0,0,0,0,2995,0.0,60.0,360.0,1.0,2,1,2995.0,0.02003338898163606,166.66666666666666
0,0,1,0,0,2600,0.0,160.0,360.0,1.0,2,0,2600.0,0.06153846153846154,444.44444444444446
1,1,2,0,1,1600,20000.0,239.0,360.0,1.0,2,0,21600.0,0.011064814814814816,663.8888888888889
1,1,0,0,0,1025,2773.0,112.0,360.0,1.0,0,1,3798.0,0.02948920484465508,311.1111111111111
1,1,0,0,0,3246,1417.0,138.0,360.0,1.0,1,1,4663.0,0.029594681535492173,383.3333333333333
1,1,0,0,0,5829,0.0,138.0,360.0,1.0,0,1,5829.0,0.023674729799279464,383.3333333333333
0,0,0,1,0,2720,0.0,80.0,360.0,0.0,2,0,2720.0,0.029411764705882353,222.22222222222223
1,1,0,0,0,1820,1719.0,100.0,360.0,1.0,2,1,3539.0,0.028256569652444195,277.77777777777777
1,1,1,0,0,7250,1667.0,110.0,360.0,0.0,2,0,8917.0,0.01233598743972188,305.55555555555554
1,1,0,0,0,14880,0.0,96.0,360.0,1.0,1,1,14880.0,0.0064516129032258064,266.6666666666667
1,1,0,0,0,2666,4300.0,121.0,360.0,1.0,0,1,6966.0,0.01737008326155613,336.1111111111111
0,0,1,1,0,4606,0.0,81.0,360.0,1.0,0,0,4606.0,0.017585757707338254,225.0
1,1,2,0,0,5935,0.0,133.0,360.0,1.0,1,1,5935.0,0.02240943555181129,369.44444444444446
1,1,0,0,0,2920,16.12000084,87.0,360.0,1.0,0,1,2936.12000084,0.029630941506174818,241.66666666666666
1,0,0,1,0,2717,0.0,60.0,180.0,1.0,2,1,2717.0,0.02208317997791682,333.3333333333333
0,0,1,0,1,8624,0.0,150.0,360.0,1.0,1,1,8624.0,0.017393320964749538,416.6666666666667
1,0,0,0,0,6500,0.0,105.0,360.0,0.0,0,0,6500.0,0.016153846153846154,291.6666666666667
1,0,0,0,0,12876,0.0,405.0,360.0,1.0,1,1,12876.0,0.03145386766076421,1125.0
1,1,0,0,0,2425,2340.0,143.0,360.0,1.0,1,1,4765.0,0.030010493179433367,397.22222222222223
1,0,0,0,0,3750,0.0,100.0,360.0,1.0,2,1,3750.0,0.02666666666666667,277.77777777777777
0,1,0,0,0,10047,0.0,128.0,240.0,1.0,1,1,10047.0,0.012740121429282374,533.3333333333334
1,0,0,0,0,1926,1851.0,50.0,360.0,1.0,1,1,3777.0,0.013238019592268996,138.88888888888889
1,1,0,0,0,2213,1125.0,128.0,360.0,1.0,2,1,3338.0,0.03834631515877771,355.55555555555554
1,0,0,0,1,10416,0.0,187.0,360.0,0.0,2,0,10416.0,0.0179531490015361,519.4444444444445
0,1,0,1,1,7142,0.0,138.0,360.0,1.0,0,1,7142.0,0.019322318678241388,383.3333333333333
1,0,0,0,0,3660,5064.0,187.0,360.0,1.0,1,1,8724.0,0.021435121503897293,519.4444444444445
1,1,0,0,0,7901,1833.0,180.0,360.0,1.0,0,1,9734.0,0.018491884117526197,500.0
1,0,3,1,0,4707,1993.0,148.0,360.0,1.0,1,1,6700.0,0.02208955223880597,411.1111111111111
1,0,1,0,0,37719,0.0,152.0,360.0,1.0,1,1,37719.0,0.004029799305389856,422.22222222222223
1,1,0,0,0,7333,8333.0,175.0,300.0,1.0,0,1,15666.0,0.011170688114387846,583.3333333333334
1,1,1,0,1,3466,1210.0,130.0,360.0,1.0,0,1,4676.0,0.027801539777587682,361.1111111111111
1,1,2,1,0,4652,0.0,110.0,360.0,1.0,0,1,4652.0,0.023645743766122097,305.55555555555554
1,1,0,0,0,3539,1376.0,55.0,360.0,1.0,0,0,4915.0,0.011190233977619531,152.77777777777777
1,1,2,0,0,3340,1710.0,150.0,360.0,0.0,0,0,5050.0,0.0297029702970297,416.6666666666667
1,0,1,1,1,2769,1542.0,190.0,360.0,1.0,1,0,4311.0,0.04407330085826954,527.7777777777778
1,1,2,1,0,2309,1255.0,125.0,360.0,0.0,0,0,3564.0,0.035072951739618406,347.22222222222223
1,1,2,1,0,1958,1456.0,60.0,300.0,1.0,2,1,3414.0,0.01757469244288225,200.0
1,1,0,0,0,3948,1733.0,149.0,360.0,0.0,0,0,5681.0,0.02622777679985918,413.8888888888889
1,1,0,0,0,2483,2466.0,90.0,180.0,0.0,0,1,4949.0,0.018185492018589614,500.0
1,0,0,0,1,7085,0.0,84.0,360.0,1.0,1,1,7085.0,0.011856033874382499,233.33333333333334
1,1,2,0,0,3859,0.0,96.0,360.0,1.0,1,1,3859.0,0.024876911116869654,266.6666666666667
1,1,0,0,0,4301,0.0,118.0,360.0,1.0,2,1,4301.0,0.027435480120902116,327.77777777777777
1,1,0,0,0,3708,2569.0,173.0,360.0,1.0,2,0,6277.0,0.027560936753226063,480.55555555555554
1,0,2,0,0,4354,0.0,136.0,360.0,1.0,0,1,4354.0,0.03123564538355535,377.77777777777777
1,1,0,0,0,8334,0.0,160.0,360.0,1.0,1,0,8334.0,0.01919846412287017,444.44444444444446
1,1,0,0,1,2083,4083.0,160.0,360.0,1.0,1,1,6166.0,0.025948751216347713,444.44444444444446
1,1,3,0,0,7740,0.0,128.0,180.0,1.0,2,1,7740.0,0.016537467700258397,711.1111111111111
1,1,0,0,0,3015,2188.0,153.0,360.0,1.0,0,1,5203.0,0.02940611185854315,425.0
0,0,1,1,0,5191,0.0,132.0,360.0,1.0,1,1,5191.0,0.025428626468888462,366.6666666666667
1,0,0,0,0,4166,0.0,98.0,360.0,0.0,1,0,4166.0,0.023523763802208355,272.22222222222223
1,0,0,0,0,6000,0.0,140.0,360.0,1.0,0,1,6000.0,0.023333333333333334,388.8888888888889
1,1,3,1,0,2947,1664.0,70.0,180.0,0.0,2,0,4611.0,0.015181088700932552,388.8888888888889
1,1,0,0,0,16692,0.0,110.0,360.0,1.0,1,1,16692.0,0.006589983225497244,305.55555555555554
0,1,2,1,0,210,2917.0,98.0,360.0,1.0,1,1,3127.0,0.03133994243684042,272.22222222222223
1,1,0,0,0,4333,2451.0,110.0,360.0,1.0,2,0,6784.0,0.016214622641509434,305.55555555555554
1,1,1,0,1,3450,2079.0,162.0,360.0,1.0,1,1,5529.0,0.02930005425935974,450.0
1,1,1,1,0,2653,1500.0,113.0,180.0,0.0,0,0,4153.0,0.027209246327955693,627.7777777777778
1,1,3,0,0,4691,0.0,100.0,360.0,1.0,1,1,4691.0,0.021317416329140908,277.77777777777777
0,0,0,0,1,2500,0.0,93.0,360.0,1.0,2,1,2500.0,0.0372,258.3333333333333
1,0,2,0,0,5532,4648.0,162.0,360.0,1.0,0,1,10180.0,0.015913555992141455,450.0
1,1,2,0,1,16525,1014.0,150.0,360.0,1.0,0,1,17539.0,0.008552369006214722,416.6666666666667
1,1,2,0,0,6700,1750.0,230.0,300.0,1.0,1,1,8450.0,0.027218934911242602,766.6666666666666
1,1,2,0,0,2873,1872.0,132.0,360.0,0.0,1,0,4745.0,0.027818756585879872,366.6666666666667
1,1,1,0,1,16667,2250.0,86.0,360.0,1.0,1,1,18917.0,0.004546175397790347,238.88888888888889
1,1,2,0,0,2947,1603.0,128.0,360.0,1.0,2,0,4550.0,0.028131868131868132,355.55555555555554
0,0,0,1,0,4350,0.0,154.0,360.0,1.0,0,1,4350.0,0.035402298850574714,427.77777777777777
1,1,3,1,0,3095,0.0,113.0,360.0,1.0,0,1,3095.0,0.03651050080775444,313.8888888888889
1,1,0,0,0,2083,3150.0,128.0,360.0,1.0,1,1,5233.0,0.024460156697878845,355.55555555555554
1,1,0,0,0,10833,0.0,234.0,360.0,1.0,1,1,10833.0,0.02160066463583495,650.0
1,1,2,0,0,8333,0.0,246.0,360.0,1.0,1,1,8333.0,0.029521180847233888,683.3333333333334
1,1,1,1,0,1958,2436.0,131.0,360.0,1.0,0,1,4394.0,0.029813381884387802,363.8888888888889
1,0,2,0,0,3547,0.0,80.0,360.0,0.0,0,0,3547.0,0.02255427121511136,222.22222222222223
1,1,1,0,0,18333,0.0,500.0,360.0,1.0,2,0,18333.0,0.02727322314951181,1388.888888888889
1,1,2,0,1,4583,2083.0,160.0,360.0,1.0,1,1,6666.0,0.024002400240024,444.44444444444446
1,0,0,0,0,2435,0.0,75.0,360.0,1.0,2,0,2435.0,0.030800821355236138,208.33333333333334
1,0,0,1,0,2699,2785.0,96.0,360.0,1.0,1,1,5484.0,0.0175054704595186,266.6666666666667
1,1,1,1,0,5333,1131.0,186.0,360.0,1.0,2,1,6464.0,0.028774752475247526,516.6666666666666
1,0,0,1,0,3691,0.0,110.0,360.0,1.0,0,1,3691.0,0.029802221620157138,305.55555555555554
0,0,0,1,1,17263,0.0,225.0,360.0,1.0,1,1,17263.0,0.013033655795632277,625.0
1,1,0,0,0,3597,2157.0,119.0,360.0,0.0,0,0,5754.0,0.02068126520681265,330.55555555555554
0,1,1,0,0,3326,913.0,105.0,84.0,1.0,1,1,4239.0,0.024769992922859165,1250.0
1,1,0,1,0,2600,1700.0,107.0,360.0,1.0,0,1,4300.0,0.02488372093023256,297.22222222222223
1,1,0,0,0,4625,2857.0,111.0,12.0,1.0,2,1,7482.0,0.01483560545308741,9250.0
1,1,1,0,1,2895,0.0,95.0,360.0,1.0,1,1,2895.0,0.03281519861830743,263.8888888888889
1,0,0,0,0,6283,4416.0,209.0,360.0,0.0,0,0,10699.0,0.019534535937938125,580.5555555555555
0,0,0,0,0,645,3683.0,113.0,480.0,1.0,0,1,4328.0,0.0261090573012939,235.41666666666666
0,0,0,0,0,3159,0.0,100.0,360.0,1.0,1,1,3159.0,0.03165558721114277,277.77777777777777
1,1,2,0,0,4865,5624.0,208.0,360.0,1.0,1,1,10489.0,0.01983029840785585,577.7777777777778
1,1,1,1,0,4050,5302.0,138.0,360.0,1.0,0,0,9352.0,0.014756201881950384,383.3333333333333
1,1,0,1,0,3814,1483.0,124.0,300.0,1.0,1,1,5297.0,0.0234094770624882,413.3333333333333
1,1,2,0,0,3510,4416.0,243.0,360.0,1.0,0,1,7926.0,0.030658591975775928,675.0
1,1,0,0,0,20833,6667.0,480.0,360.0,1.0,2,1,27500.0,0.017454545454545455,1333.3333333333333
1,0,0,0,0,3583,0.0,96.0,360.0,1.0,2,0,3583.0,0.026793190064192018,266.6666666666667
1,1,0,0,1,2479,3013.0,188.0,360.0,1.0,2,1,5492.0,0.03423160961398398,522.2222222222222
0,0,1,0,0,13262,0.0,40.0,360.0,1.0,2,1,13262.0,0.003016136329362087,111.11111111111111
1,0,0,1,0,3598,1287.0,100.0,360.0,1.0,0,0,4885.0,0.02047082906857728,277.77777777777777
1,1,1,0,0,6065,2004.0,250.0,360.0,1.0,1,1,8069.0,0.030982773577890692,694.4444444444445
1,1,2,0,0,3283,2035.0,148.0,360.0,1.0,2,1,5318.0,0.027830011282437006,411.1111111111111
1,1,0,0,0,2130,6666.0,70.0,180.0,1.0,1,0,8796.0,0.007958162801273306,388.8888888888889
1,0,0,0,0,5815,3666.0,311.0,360.0,1.0,0,0,9481.0,0.03280244699926168,863.8888888888889
1,1,3,0,0,3466,3428.0,150.0,360.0,1.0,0,1,6894.0,0.02175805047867711,416.6666666666667
0,1,2,0,0,2031,1632.0,113.0,480.0,1.0,1,1,3663.0,0.03084903084903085,235.41666666666666
1,1,0,1,0,3074,1800.0,123.0,360.0,0.0,1,0,4874.0,0.025235945835043086,341.6666666666667
1,0,0,0,0,4683,1915.0,185.0,360.0,1.0,1,0,6598.0,0.02803879963625341,513.8888888888889
0,0,0,1,0,3400,0.0,95.0,360.0,1.0,0,0,3400.0,0.027941176470588237,263.8888888888889
1,1,2,1,0,2192,1742.0,45.0,360.0,1.0,1,1,3934.0,0.011438739196746314,125.0
1,0,0,0,0,2500,0.0,55.0,360.0,1.0,1,1,2500.0,0.022,152.77777777777777
1,1,3,0,1,5677,1424.0,100.0,360.0,1.0,0,1,7101.0,0.01408252358822701,277.77777777777777
1,1,2,0,1,7948,7166.0,480.0,360.0,1.0,0,1,15114.0,0.031758634378721715,1333.3333333333333
1,0,0,0,0,4680,2087.0,128.0,360.0,1.0,1,0,6767.0,0.01891532436825772,355.55555555555554
1,1,2,0,1,17500,0.0,400.0,360.0,1.0,0,1,17500.0,0.022857142857142857,1111.111111111111
1,1,0,0,0,3775,0.0,110.0,360.0,1.0,1,1,3775.0,0.02913907284768212,305.55555555555554
1,1,1,1,0,5285,1430.0,161.0,360.0,0.0,1,1,6715.0,0.023976172747580043,447.22222222222223
1,0,1,1,0,2679,1302.0,94.0,360.0,1.0,1,1,3981.0,0.02361215774930922,261.1111111111111
1,0,0,1,0,6783,0.0,130.0,360.0,1.0,1,1,6783.0,0.019165560961226596,361.1111111111111
1,1,0,0,0,1025,5500.0,216.0,360.0,1.0,0,1,6525.0,0.03310344827586207,600.0
1,1,3,0,0,4281,0.0,100.0,360.0,1.0,2,1,4281.0,0.023359028264424198,277.77777777777777
1,0,2,0,0,3588,0.0,110.0,360.0,0.0,0,0,3588.0,0.030657748049052396,305.55555555555554
1,0,1,0,0,11250,0.0,196.0,360.0,1.0,1,0,11250.0,0.01742222222222222,544.4444444444445
0,0,0,1,1,18165,0.0,125.0,360.0,1.0,2,1,18165.0,0.006881365262868153,347.22222222222223
1,0,0,1,0,2550,2042.0,126.0,360.0,1.0,0,1,4592.0,0.027439024390243903,350.0
1,1,0,0,0,6133,3906.0,324.0,360.0,1.0,2,1,10039.0,0.03227413088953083,900.0
1,0,2,0,0,3617,0.0,107.0,360.0,1.0,1,1,3617.0,0.029582526956040918,297.22222222222223
1,1,0,1,0,2917,536.0,66.0,360.0,1.0,0,0,3453.0,0.019113814074717638,183.33333333333334
1,1,3,0,0,6417,0.0,157.0,180.0,1.0,0,1,6417.0,0.02446626149290946,872.2222222222222
0,1,1,0,0,4608,2845.0,140.0,180.0,1.0,1,1,7453.0,0.018784382128002146,777.7777777777778
0,0,0,0,0,2138,0.0,99.0,360.0,0.0,1,0,2138.0,0.04630495790458372,275.0
0,0,1,0,0,3652,0.0,95.0,360.0,1.0,1,1,3652.0,0.026013143483023003,263.8888888888889
1,1,1,1,0,2239,2524.0,128.0,360.0,1.0,2,1,4763.0,0.026873819021625025,355.55555555555554
0,1,0,1,0,3017,663.0,102.0,360.0,1.0,1,1,3680.0,0.027717391304347826,283.3333333333333
1,1,0,0,0,2768,1950.0,155.0,360.0,1.0,0,1,4718.0,0.03285290377278508,430.55555555555554
1,0,0,1,0,3358,0.0,80.0,36.0,1.0,1,0,3358.0,0.023823704586063133,2222.222222222222
1,0,0,0,0,2526,1783.0,145.0,360.0,1.0,0,1,4309.0,0.03365049895567417,402.77777777777777
0,0,0,0,0,5000,0.0,103.0,360.0,0.0,1,0,5000.0,0.0206,286.1111111111111
1,1,0,0,0,2785,2016.0,110.0,360.0,1.0,0,1,4801.0,0.022911893355550928,305.55555555555554
1,1,2,0,1,6633,0.0,128.0,360.0,0.0,0,0,6633.0,0.019297452133273028,355.55555555555554
1,1,1,1,0,2492,2375.0,128.0,360.0,1.0,0,1,4867.0,0.026299568522703924,355.55555555555554
1,1,1,0,0,3333,3250.0,158.0,360.0,1.0,2,1,6583.0,0.024001215251405136,438.8888888888889
1,1,0,1,0,2454,2333.0,181.0,360.0,0.0,2,0,4787.0,0.03781073741382912,502.77777777777777
1,1,0,0,0,3593,4266.0,132.0,180.0,0.0,0,0,7859.0,0.01679603002926581,733.3333333333334
1,1,1,0,0,5468,1032.0,26.0,360.0,1.0,1,1,6500.0,0.004,72.22222222222223
0,0,0,0,0,2667,1625.0,84.0,360.0,1.0,2,1,4292.0,0.0195712954333644,233.33333333333334
1,1,3,0,1,10139,0.0,260.0,360.0,1.0,1,1,10139.0,0.025643554591182564,722.2222222222222
1,1,0,0,0,3887,2669.0,162.0,360.0,1.0,1,1,6556.0,0.02471018913971934,450.0
0,1,0,0,0,4180,2306.0,182.0,360.0,1.0,1,1,6486.0,0.028060437866173297,505.55555555555554
1,1,2,1,0,3675,242.0,108.0,360.0,1.0,1,1,3917.0,0.027572121521572634,300.0
0,1,1,0,1,19484,0.0,600.0,360.0,1.0,1,1,19484.0,0.03079449804968179,1666.6666666666667
1,1,0,0,0,5923,2054.0,211.0,360.0,1.0,0,1,7977.0,0.02645104675943337,586.1111111111111
1,0,0,1,1,5800,0.0,132.0,360.0,1.0,1,1,5800.0,0.022758620689655173,366.6666666666667
1,1,2,0,0,8799,0.0,258.0,360.0,0.0,2,0,8799.0,0.029321513808387316,716.6666666666666
1,1,0,1,0,4467,0.0,120.0,360.0,1.0,0,1,4467.0,0.026863666890530557,333.3333333333333
1,0,0,0,0,3333,0.0,70.0,360.0,1.0,2,1,3333.0,0.021002100210021003,194.44444444444446
1,1,3,0,0,3400,2500.0,123.0,360.0,0.0,0,0,5900.0,0.020847457627118645,341.6666666666667
0,0,0,0,0,2378,0.0,9.0,360.0,1.0,2,0,2378.0,0.0037846930193439865,25.0
1,1,0,0,0,3166,2064.0,104.0,360.0,0.0,2,0,5230.0,0.01988527724665392,288.8888888888889
1,1,1,0,0,3417,1750.0,186.0,360.0,1.0,2,1,5167.0,0.035997677569189084,516.6666666666666
1,1,0,0,0,5116,1451.0,165.0,360.0,0.0,2,0,6567.0,0.02512562814070352,458.3333333333333
1,1,2,0,0,16666,0.0,275.0,360.0,1.0,2,1,16666.0,0.016500660026401055,763.8888888888889
1,1,2,1,0,6125,1625.0,187.0,480.0,1.0,1,0,7750.0,0.024129032258064516,389.5833333333333
1,1,3,0,0,6406,0.0,150.0,360.0,1.0,1,0,6406.0,0.023415547923821417,416.6666666666667
1,1,2,0,0,3159,461.0,108.0,84.0,1.0,2,1,3620.0,0.02983425414364641,1285.7142857142858
1,1,0,0,0,3087,2210.0,136.0,360.0,0.0,1,0,5297.0,0.02567491032659996,377.77777777777777
1,0,0,0,0,3229,2739.0,110.0,360.0,1.0,2,1,5968.0,0.018431635388739945,305.55555555555554
1,1,1,0,0,1782,2232.0,107.0,360.0,1.0,0,1,4014.0,0.02665670154459392,297.22222222222223
1,0,0,0,0,3182,2917.0,161.0,360.0,1.0,2,1,6099.0,0.026397770126250206,447.22222222222223
1,1,2,0,0,6540,0.0,205.0,360.0,1.0,1,1,6540.0,0.03134556574923547,569.4444444444445
1,0,0,0,0,1836,33837.0,90.0,360.0,1.0,2,0,35673.0,0.0025229164914641325,250.0
0,1,0,0,0,3166,0.0,36.0,360.0,1.0,1,1,3166.0,0.011370814908401769,100.0
1,1,1,0,0,1880,0.0,61.0,360.0,1.0,0,0,1880.0,0.032446808510638296,169.44444444444446
1,1,1,0,0,2787,1917.0,146.0,360.0,0.0,0,0,4704.0,0.031037414965986394,405.55555555555554
1,1,1,0,0,4283,3000.0,172.0,84.0,1.0,0,0,7283.0,0.02361664149388988,2047.6190476190477
1,1,0,0,0,2297,1522.0,104.0,360.0,1.0,2,1,3819.0,0.027232259753862266,288.8888888888889
0,0,0,1,0,2165,0.0,70.0,360.0,1.0,1,1,2165.0,0.03233256351039261,194.44444444444446
1,0,0,0,0,4750,0.0,94.0,360.0,1.0,1,1,4750.0,0.019789473684210527,261.1111111111111
1,1,2,0,1,2726,0.0,106.0,360.0,0.0,1,0,2726.0,0.03888481291269259,294.44444444444446
1,1,0,0,0,3000,3416.0,56.0,180.0,1.0,1,1,6416.0,0.008728179551122194,311.1111111111111
1,1,2,0,1,6000,0.0,205.0,240.0,1.0,1,0,6000.0,0.034166666666666665,854.1666666666666
1,0,3,0,1,9357,0.0,292.0,360.0,1.0,1,1,9357.0,0.031206583306615368,811.1111111111111
1,1,0,0,0,3859,3300.0,142.0,180.0,1.0,0,1,7159.0,0.019835172510127112,788.8888888888889
1,1,0,0,1,16120,0.0,260.0,360.0,1.0,2,1,16120.0,0.016129032258064516,722.2222222222222
1,0,0,1,0,3833,0.0,110.0,360.0,1.0,0,1,3833.0,0.02869814766501435,305.55555555555554
1,1,2,1,1,6383,1000.0,187.0,360.0,1.0,0,0,7383.0,0.025328457266693756,519.4444444444445
1,0,0,0,0,2987,0.0,88.0,360.0,0.0,1,0,2987.0,0.02946099765651155,244.44444444444446
1,1,0,0,1,9963,0.0,180.0,360.0,1.0,0,1,9963.0,0.018066847335140017,500.0
1,1,2,0,0,5780,0.0,192.0,360.0,1.0,2,1,5780.0,0.03321799307958478,533.3333333333334
0,0,3,0,0,416,41667.0,350.0,180.0,1.0,2,0,42083.0,0.00831689755958463,1944.4444444444443
1,1,0,1,0,2894,2792.0,155.0,360.0,1.0,0,1,5686.0,0.027259936686598662,430.55555555555554
1,1,3,0,0,5703,0.0,128.0,360.0,1.0,2,1,5703.0,0.02244432754690514,355.55555555555554
1,0,0,0,0,3676,4301.0,172.0,360.0,1.0,0,1,7977.0,0.021561990723329573,477.77777777777777
0,1,1,0,0,12000,0.0,496.0,360.0,1.0,1,1,12000.0,0.04133333333333333,1377.7777777777778
1,1,0,1,0,2400,3800.0,128.0,180.0,1.0,2,0,6200.0,0.02064516129032258,711.1111111111111
1,1,1,0,0,3400,2500.0,173.0,360.0,1.0,1,1,5900.0,0.029322033898305084,480.55555555555554
1,1,2,1,0,3987,1411.0,157.0,360.0,1.0,0,1,5398.0,0.029084846239347907,436.1111111111111
1,1,0,0,0,3232,1950.0,108.0,360.0,1.0,0,1,5182.0,0.020841373986877652,300.0
0,0,0,0,0,2900,0.0,71.0,360.0,1.0,0,1,2900.0,0.024482758620689656,197.22222222222223
1,1,3,0,0,4106,0.0,40.0,180.0,1.0,0,1,4106.0,0.00974184120798831,222.22222222222223
1,1,1,0,0,8072,240.0,253.0,360.0,1.0,2,1,8312.0,0.030437921077959576,702.7777777777778
1,1,2,0,0,7583,0.0,187.0,360.0,1.0,2,1,7583.0,0.024660424634049848,519.4444444444445
0,0,0,0,1,4583,0.0,133.0,360.0,0.0,1,0,4583.0,0.02902029238490072,369.44444444444446
